"preparations","reps"
"Mx talonid",1
"mx, tiny w/ trigonid broken",1
"mx (trigonid)",1
"MX trigonid",1
"mx trigonid and talonid (unassociated)",1
"mx, trigonid cusps broken",1
"mx trigonid fragment",1
"Mx (unworn)",1
"mx w/ cusps broken",1
"m/x worn",1
"Mx worn",1
"Mx, worn",1
"Mx, worn (lacking anterolabial corner)",1
"mycelium",1
"n1",1
"N3-N4",1
"N7, N8",1
"N8+suprapygal",1
"N8+suprapygal 1",1
"?nasal",1
"nasal?",1
"nasal and ? lacrimal",1
"nasal and R prefrontal fragments",1
"NASAL BONE",1
"NASAL FRAG",1
"nasal fragment",1
"nasal fragment?",1
"Nasal, fragment, left",1
"nasal horn & assoc frags",1
"nasal horn core",1
"NASAL HORN CORE",1
"NASAL (LF.)",1
"'NASAL' PLATES",1
"NASALS ?",1
"NASALS + PREMAXILLA FRAG",1
"natural cast of forelimb and plaster counterpart",1
"natural cast of forelimb elements",1
"natural cast of toe print",1
"natural cast +shell fragments",1
"natural casts of lungfish burrows",1
"natural mold of skull+ant body + latex peel",1
"natural mold of vertebrae + latex peel",1
"NAUGHTY BITS, A+B",1
"?navicular",1
"NAVICULAR,ATLAS FRAG",1
"navicular + bone frag",1
"NAVICULAR CUBOID",1
"NAVICULAR,CUBOID,ASTRAGALUS,CALCANEUM,METATARSAL,PROX PHALANX,MID PHALANX,UNGUAL",1
"navicular cuboid joint",1
"NAVICULAR,CUBOID,MESOCUNEIFORM,ECTOCUNEIFORM,ENTOCUNEIFORM,PROX METATARSAL",1
"NAVICULAR+CUNEIFORM",1
"navicular & ectomesocuneiform (articulated)",1
"NAVICULAR FRAG,ECTOCUNEIFORM,BONE FRAGS",1
"NAVICULAR,LAT METAPODIAL",1
"navicular left",1
"Navicular left",1
"NAVICULAR,MANUS",1
"NAVICULAR,METAPODIAL 4,PROX PHALANX,PES",1
"NAVICULAR, METAPODIAL HEAD & FRAGS",1
"navicular + Mt III",1
"navicular or scapholunar",1
"NAVICULAR,PHALANX,METAPODIAL,VERTEBRA",1
"NAVICULAR,PISIFORM",1
"NAVICULAR,PODIAL",1
"NAVICULAR,RIB ULNA",1
"NAVICULAR ?,SCAPHOID",1
"NAVICULAR,SCAPHOID",1
"NAVICULARS,ECTOCUNEIFORM",1
"NAVICULARS,MAGNUM,FIBULA",1
"navicular + tarsals + phalanx",1
"NAVICULAR THIN SECTION",1
"naviculo-cuboid",1
"Naviculocuboid",1
"Naviculo Cuboid",1
"NAVICULOCUBOID,PROX PHALANX",1
"NC, 2 DIFFERENT FISH",1
"NC2; HEAD PLUS BITS",1
"NC; 2 QUADRATES, 2 SUBMANDIBULARS",1
"NC; 4 PIECES, DISARTICULATED",1
"NC; 6 SCALES",1
"NC; 7 OTHER SCALES",1
"NC; A+B: LUND",1
"NC; ANGULAR",1
"NC; ANT 1/3",1
"NC, ANTERIOR CAUDALS; GOOD",1
"NC, ANTERIOR _; GOOD SKULL ROOF, OPERCULUM",1
"NC, ANTERIOR _; VENTRAL BRANCHIAL BASKET",1
"NC, AXIS; FAIR HEAD, BURIED BODY; FAIR",1
"NC, BABY FISH",1
"NC, BODY PIECES, BAD",1
"NC, COPROLITE WITH SPINE",1
"NC, CRANIAL HORN",1
"NC; DENTARY",1
"NC, DENTICLE",1
"NC, DISARTICULATED SPECIMEN",1
"NC, FAIR BODY, MISSING HEAD",1
"NC, FAIR SKULL ROOF & HYOMANDIBULA, NO BODY",1
"NC, FEMALE",1
"NC, FRAGMENTED; POOR",1
"NC, GOOD",1
"NC; GOOD",1
"NC; HEADLESS, LARGE",1
"NC; HEAD ONLY",1
"NC; HEAD PLUS",1
"NC, HEAD, VERY SMALL",1
"NC, LATE LARVA, WHOLE; FAIR",1
"NC; L JAW",1
"NC, LOWER JAW",1
"NC; LOWER JAW",1
"NC, M",1
"NC, MALE",1
"NC; MALE",1
"NC, MALE, ANTERIOR HALF",1
"NC, MAX",1
"NC; MAXILLA",1
"NC, MOSTLY COMPLETE; CURLED; SKULL ROOF, SCALES; CAUDAL ENDO SKELETON; FAIR",1
"NC; NASAL BONE",1
"NC; OPERCULUM",1
"NC; P1",1
"NC, PALATE",1
"NC; PART HEAD",1
"NC, PIECES OF COMPLETE FISH, NO SKULL ROOF",1
"NC; PLATES",1
"NC, POSTERIOR 2/3",1
"NC - SCALE",1
"NC; SCALE FRAGMENT",1
"NC, SCALES",1
"NC, SCATTERED, TWISTED; POOR",1
"NC, SECTIONED JAW",1
"NC, +SHRIMP",1
"NC; SKULL ROOF",1
"NC, SKULL ROOF; FAIR",1
"NC, SKULL ROOF; POOR",1
"NC, SKULL ROOF; SMALL FISH; FAIR",1
"NCSM16444.1 - right paramedian osteoderm; NCSM 16444.2 - partial left paramedian osteoderm; plus one lateral 16444.3 and ond ventral 16444.4 osteoderms",1
"NC, SMALL FISH",1
"NC; SMALL FISH",1
"NC, SPINE; MALE",1
"NC; SUBOPERCULAR",1
"NC; TEETH",1
"NC, TOOTH PLATE",1
"NC; TOOTH PLATE",1
"NC, UPPER CLEITHRUM",1
"NC; VERY POOR;",1
"NC, WEATHERED, SMALL; FAIR",1
"NC, WHOLE; ABDOMINAL AXIALS; POOR",1
"NC, WHOLE; BARELY VISIBLE",1
"NC, WHOLE; EXCELLENT",1
"NC, WHOLE; HEAD BONES SCATTERED; POOR",1
"NC, WHOLE, LARVA; FAIR",1
"NC, WHOLE; LARVA; FAIR",1
"NC, WHOLE; LATE LARVA; POOR",1
"NC, WHOLE, MISSING SKULL; POOR",1
"NC, WHOLE; SMALL CURLED FISH; POOR",1
"NC, WHOLE; SMALL FISH; EXCELLENT",1
"NC, WHOLE; SMALL FISH; FAIR",1
"NC; WHOLE; SMALL FISH; NOTE SNOUT; CHEEK; GOOD AO; NA;PO; PROFUNDUS LINE; JUGAL LINE?",1
"NC; WHOLE, SMALL FISH; POOR",1
"NC, WHOLE; SMALL FISH; SKULL ROOF & CHEEK; FAIR",1
"NC; WHOLE; VERY GOOD NASALS; MAX WEATHERED; SOME TEETH",1
"NC, YOUNG, MEDIOCRE HEAD, PARTIAL BODY",1
"NEAR-ADULT SKULL | Cast",1
"NEARLY COMPLETE AMPHIBIAN, A+B",1
"NEARLY COMPLETE, ANTERIOR HALF OF BODY",1
"NEARLY COMPLETE ARTICULATED SKELETON & SKULL",1
"NEARLY COMPLETE, ARTICULATED SKELETON, SMALL",1
"NEARLY COMPLETE CARAPACE",1
"NEARLY COMPLETE CARAPACE & PLASTRON WITH SKULL & NUMEROUS LIMB BONES RETAINED IN MATRIX",1
"NEARLY COMPLETE CARAPACE, SMALL",1
"NEARLY COMPLETE EXAMPLE OF AN EXTREMELY RARE FORM",1
"NEARLY COMPLETE FISH, BODY ONLY IN COUNTERPART",1
"NEARLY COMPLETE FISH; IN PARTIAL COUNTERPART; WITH MICROHAPLOLEPIS",1
"NEARLY COMPLETE FISH ON LARGER SLAB",1
"NEARLY COMPLETE FISH, SMALL",1
"NEARLY COMPLETE FISH WITH TAIL MISSING, FACING LEFT; A+B",1
"NEARLY COMPLETE, FRAMED",1
"NEARLY COMPLETE HEAD IN NATURAL ASSOCIATION WITH ANTERIOR VERTEBRAE & PARTS OF THE PECTORAL FINS, FRAMED",1
"NEARLY COMPLETE IMPRESSION ON SLAB, A+B",1
"NEARLY COMPLETE L DENTARY PRESERVING M/3",1
"NEARLY COMPLETE L HUMERUS; 2 DISTAL L HUMERI; 1 DISTAL R HUMERUS; 1 PROXIMAL L HUMERUS",1
"NEARLY COMPLETE L JAW RAMUS WITH ALL T/#",1
"NEARLY COMPLETE NARIAL CREST, SKULL ROOF, AND BASICRANIUM | Cast",1
"NEARLY COMPLETE ON SLAB",1
"NEARLY COMPLETE PALATE; R P2/-M3/; R C1/ BROKEN; L P2/-M3/; L C1/ LYING ON PALATE | Cast",1
"NEARLY COMPLETE RIB",1
"NEARLY COMPLETE RIGHT FEMUR",1
"nearly complete shell",1
"nearly complete skeleton",1
"NEARLY COMPLETE SKELETON, A+B | Cast",1
"NEARLY COMPLETE SKELETON INCLUDING SKULL",1
"NEARLY COMPLETE SKELETON IN DORSAL ASPECT | Cast",1
"NEARLY COMPLETE SKELETON IN PART AND COUNTERPART",1
"NEARLY COMPLETE SKELETON ON EXHIBITION, PHALANX IN STORAGE",1
"NEARLY COMPLETE SKELETON & SKULL SHOWING TEETH, ON SLAB",1
"NEARLY COMPLETE SKULL",1
"NEARLY COMPLETE SKULL AND MANDIBLE, MISSING ONLY PORTIONS OF LEFT JUGAL AND SQUAMOSAL, ROSTRAL PORTION OF RIGHT DENTARY HOUSING SIX MEDIAL-MOST ALVEOLI, BOTH SUPRADENTARIES, CORONOIDS, AND AT LEAST EIGHT TEETH. | Cast",1
"NEARLY COMPLETE SKULL & JAWS",1
"NEARLY COMPLETE SKULL WITH JAWS",1
"NEARLY COMPLETE SKULL WITH R M1/-M3/; L T#/ COVERED BY FLOWSTONE",1
"NEARLY COMPLETE SPECIMEN, FRAGMENTED, NEEDS REPAIR",1
"NEARLY COMPLETE T#/",1
"NEARLY COMPLETE TUSK",1
"NEARLY WHOLE FISH IN PARTIAL COUNTERPART; POSTERIOR HALF DISRUPTED",1
"NEARLY WHOLE INDIVIDUAL, ARTICULATED A+B",1
"needle (2)",1
"NEEDS PREPARATION",1
"NEGATIVE OF LOWER SURFACE OF SKULL | Cast",1
"NEOFIBER: MOLAR; ALSO UNSTUDIED COLLECTION OF SMALL VERTEBRATES: LIZARD; CHIROPTERA; SCIURID; CARNIVORE; SORICID; PLECOTUS; CLETHRIONOMYS; PITYMYS; MICROTUS CF PENNSYLVANICUS; PEROMYSCUS; SYNAPTOMYS COOPERI",1
"neural?",1
"neural 1+2",1
"NEURAL 1-2+COSTAL FRAG",1
"neural 13",1
"neural 1 frags",1
"neural 3?",1
"neural 5",1
"neural 6 or 7?",1
"neural 7",1
"neural 7?",1
"NEURAL 7?",1
"neural 7; 1 histo slide and cut blocks",1
"NEURAL 7 OR 8",1
"neural 8 or 9",1
"neural 8 through suprapygal 1",1
"neural and costal frags",1
"neural and misc",1
"neural and peripheral frag",1
"neural and shell frag",1
"neural, anomalous",1
"neural arch and neural spine fragments",1
"neural arch+bones of other animals",1
"neural arch, centra",1
"neural arch + coracoid",1
"neural arch frag",1
"neural arch fragments (unassociated)",1
"neural arch from caudal vert.",1
"neural arch from caudal vertebra",1
"neural arch from cervical (juv)",1
"neural arch from vertebra",1
"NEURAL ARCH HALF",1
"neural arch half; proximal end of humerus",1
"neural arch of 3rd or 4th dorsal",1
"neural arch of cervical vertebra 8",1
"neural arch of dorsal vertebra",1
"neural arch of median caudal",1
"neural arch of thoracic vertebra",1
"neural arch of thoraxic vertebra",1
"NEURAL ARCH OF VERTEBRA",1
"neural arch, posterior sacral vertebra?",1
"NEURAL ARCH+SPINE",1
"neural arch & spine frags.",1
"neural arch thoracic vertebra",1
"neural arch, vertebra",1
"NEURAL ARCH W SPINE",1
"neural, costal 1, costal frags",1
"neural, costal 1 frag.",1
"neural+costal, ?assoc",1
"neural + costal frag.",1
"neural, costal frag",1
"neural+costal frags",1
"NEURAL,COSTAL FRAGS",1
"neural, costal, hypoplastron",1
"NEURAL,COSTAL+PERIPHERAL FRAGS",1
"neural, costals+frags",1
"neural crest",1
"NEURAL, ENTOPLASTRON FRAG",1
"NEURAL FRAG.",1
"NEURAL FRAG,COSTAL FRAG",1
"Neural fragment",1
"NEURAL FRAG,PERIPHERAL FRAG",1
"NEURAL FRAG+PERIPHERAL FRAG",1
"neural frags",1
"neural frags (6)",1
"neural, large",1
"neural+limb frags",1
"neural osteoscute?",1
"neural, pathologic",1
"NEURAL,PELVIC FRAG",1
"NEURAL, PERIPHERAL FRAG.",1
"neural+peripheral frag, unassoc?",1
"NEURAL,PERIPHERALS",1
"neural+plastron frags",1
"NEURAL PROCESS",1
"Neural process from vertebra",1
"neural process of first cervical vertebra",1
"NEURAL,PROX COSTAL",1
"NEURALS,COSTALS",1
"NEURAL + SHELL FRAG",1
"neural+shell frags",1
"neural + shell frags, unassoc",1
"Neural spine",1
"neural spine base",1
"neural spine dors vertebra",1
"neural spine fragment (distal)",1
"NEURAL SPINE FRAGMENTS",1
"neural spine fragment with tubercle",1
"neural spine frags",1
"NEURAL SPINE FRAGS, VERTEBRAE, CLAW",1
"NEURAL SPINE,INTERCENTRUM",1
"NEURAL SPINE ISOLATED",1
"neural spine or chevron fragment",1
"neural spines and vertebral centrum",1
"neural spines, associated",1
"neural spines, vertebrae, humerus fragments, scrap",1
"neural spine tips",1
"neural, worn",1
"neurocranial endocast",1
"NEUROCRANIUM, P+C",1
"NEUROCRANIUM, WHOLE, EXCELLENT",1
"nine isolated cheek teeth, maxillary frag w M",1
"'NO COUNTERPART' + COUNTERPART; A+B : LUND",1
"NO DATA GIVEN.",1
"NODULAR SPINES",1
"nodules (6)",1
"nodules, burrow",1
"nodules, clavicle",1
"nodules, misc. small pieces",1
"NODULE SPLIT OPEN TO REVEAL SKULL & ANTERIOR PORTION OF BODY",1
"nodules, (Trimerorhachis skull is now UCLA vp 3208)",1
"? NO ECTOLOPHID",1
"none listed",1
"none listed in card catalog",1
"none specified",1
"non-mammalian post-crania",1
"notarium + rib",1
"Nuchal",1
"nuchal, costal frag",1
"nuchal+costal frag",1
"NUCHAL, EPIPLASTRON, 3 FRAGS",1
"nuchal frag.",1
"NUCHAL FRAG?",1
"NUCHAL FRAG,HYOPLASTRON FRAG",1
"nuchal fragment",1
"NUCHAL FRAG,PERIHERAL FRAGS",1
"NUCHAL FRAG + PERIPHERAL 1",1
"nuchal frag, peripheral 1 frags",1
"NUCHAL FRAG,PERIPHERAL,NEURAL,XIPHIPLASTRAL",1
"nuchal frag, peripherals frags, pelvic frag",1
"NUCHAL FRAG,R+L COSTAL 1",1
"nuchal+frags",1
"nuchal frags, unassoc",1
"nuchal, l hyoplastron+other assoc. shell frags",1
"nuchal+n1+c1+p1",1
"NUCHAL,NUCHAL FRAG",1
"nuchal osteoscutes",1
"nuchal osteosiate",1
"nuchal, P11, limb frags",1
"nuchal+part C1+part C2?",1
"NUCHAL,PERIPHERAL,COSTAL,VERTEBRA",1
"NUCHAL,PERIPHERALS,HYPOPLASTRON FRAG",1
"nuchal, P frag, limb frags",1
"NUCHAL PLATE FRAG",1
"NUCHAL PLATES & SCUTES (CROCODYLIAN)",1
"Nuchal plate, visceral surface",1
"nuchal+r+l c1+n1",1
"nuchal+r P1",1
"NUCHAL,R PARANUCHAL",1
"nuchal, R peripheral 1",1
"nuchals",1
"Nuchal scale",1
"nuchal, shell frags",1
"NUCHAL,SHELL FRAGS",1
"nuchals, unassoc",1
"nucules",1
"nueral spine",1
"nueral spine fragments",1
"NUMBERED ELEMENTS OF T#/ | Cast",1
"NUMBER USED FOR THE PREPARED TIBIA & SOME CAUDALS OF AN ALMOST COMPLETE BUT SLIGHTLY SMALLER ARTICULATED SKELETON LACKING ONLY SKULL, A FEMUR, 1 FORLIMB, THE PEDES, & TIP OF TAIL",1
"numerous associated postcranial elements",1
"NUMEROUS ASTRAGALI",1
"NUMEROUS CALCANEA",1
"numerous carapace fragments",1
"numerous cheek teeth",1
"numerous cranial fragments",1
"numerous denticles in matrix and in vial",1
"numerous enamel shards",1
"numerous fragmentary postcranial elements",1
"Numerous fragments",1
"NUMEROUS JAW FRAGS",1
"numerous juvenile carpal elements",1
"numerous limb element fragments",1
"numerous limb elements+fragments",1
"numerous limb element, vertebra+tooth fragments",1
"numerous lower incisors",1
"NUMEROUS MAX FRAGS",1
"numerous metapodials, podials+phalanges",1
"numerous miscellaneous limb elements+fragments",1
"numerous partial dentaries",1
"numerous partial dentaries+loose cheek teeth",1
"numerous partial dentaries+teeth",1
"numerous partial horn cores",1
"numerous partial horn cores, astragalus",1
"NUMEROUS PARTIAL HUMERI",1
"numerous partial maxillae, dentaries, teeth",1
"NUMEROUS PARTIAL TIBIA",1
"numerous podial fragments, including partial metapodial, prox phalanx, medial phalanx",1
"NUMEROUS PODIALS",1
"NUMEROUS SCALES IN MATRIX, 1 TRAY",1
"numerous scraps",1
"numerous teeth",1
"numerous teeth, fragments",1
"numerous teeth+limb elements",1
"numerous teeth, postcranial elements",1
"numerous teeth, tooth fragments",1
"numerous teeth+tooth fragments",1
"numerous tooth+assorted fragments",1
"numerous unprepared chunks",1
"numerous upper+lower cheek teeth",1
"numerous vertebrae",1
"NUMEROUS VERTEBRAE",1
"OCCIPITAL; 17 POSTCRANIAL",1
"Occipital and Vertebra",1
"?Occipital condyle",1
"OCCIPITAL CONDYLE?",1
"occipital condyle and basioccipital",1
"OCCIPITAL CONDYLE REGION",1
"Occipital condyle right",1
"Occipital condyle, right",1
"OCCIPITAL HORN CORE",1
"OCCIPITAL,HORNS",1
"OCCIPITAL,PROX ULNA,TIBIA,DENTARY",1
"occipital region",1
"OCCIPITAL, R HUMERUS, R FEMUR, TIBIA, ULNA",1
"occipital skull frag",1
"OCCIPITO-OTIC",1
"occiput and parts of horn cores",1
"OCCIPUT AND STAPES | Cast",1
"OCCIPUT FRAG",1
"ODONTOID+AXIS",1
"odontoid process",1
"ODONTOID PROCESS",1
"ODOX METAPODIAL ?",1
"ogokerite fragments",1
"Olecranon",1
"OLECRANON OF ULNA",1
"OLECRANON PROCESS OF L ULNA",1
"on brachiopod",1
"one+a half molars in maxilla fragment",1
"one fairly complete dorsal vertebra and five partial vertebrae",1
"one hundred sixty-six isolated cheek teeth",1
"one loop from a molar",1
"ONE SIDE PELVIS, JUVENILE",1
"one skull",1
"ONLY SECOND KNOWN EXAMPLE, TOTAL LENGTH 95 CM, MOUNTED IN WALL PANEL",1
"ON SAME SLAB AS 4665",1
"oolite (algal colonies)",1
"oolites",1
"opercle",1
"Opercle (partial)",1
"opercles",1
"operculae",1
"opercula+other assorted elements",1
"?opercular",1
"opercular bones",1
"opercular plate?",1
"OPERCULAR PLATES",1
"OPERCULARS",1
"operculuae",1
"operculum?",1
"Operculum?",1
"operculum, associated fragments",1
"operculum? batch",1
"Operculum? batch",1
"OPERCULUM,CLEITHRUM",1
"OPERCULUM, CLEITHRUM, A+B",1
"operculum+cranial bones+scales, assoc.",1
"operculum fragments",1
"OPERCULUM & HAPLOLEPID CAUDAL, NC",1
"OPERCULUM & JAWS, A+B",1
"OPERCULUM LARGE, NC",1
"?OPERCULUM, NC",1
"operculum plate",1
"OPERCULUM UNUSUALLY LARGE, A+B",1
"operculum + vertebra frag",1
"opisthotic",1
"OPROX ULNA",1
"oral teeth",1
"ORBITAL AREA OF VERY LARGE CHONDROCRANIUM",1
"orbital horn core",1
"ORBITAL RIM",1
"OREODONT, ISCHYROMYS, PALAEOLAGUS, ETC.",1
"organic rich mudstone",1
"ORIGINAL & CAST OF R P#/ | Cast",1
"ornamented dermal bone",1
"OS CORDUS",1
"OSMONT",1
"OSSACRUM, ACETABULUM PRESENT",1
"OSSICLE",1
"ossified bone bone",1
"ossified carpal cartilage",1
"OSSIFIED TEETH",1
"ossified tendon (bifurcated)",1
"ossified tendon frag",1
"ossified tendon fragment",1
"ossified tendon fragments",1
"ossified tendon frags.",1
"OSSIFIED VERTEBRA",1
"osteodcerm fragment",1
"osteodem frag",1
"osteoderm and bone frag",1
"osteoderm and cranial frags",1
"osteoderm and other bone frags",1
"osteoderm and tooth frag",1
"OSTEODERM, BONE",1
"osteoderm + bone frag",1
"osteoderm, bone frags",1
"osteoderm+cranial frags, assoc",1
"osteoderm+dentary frags, unassoc",1
"?OSTEODERM FRAG",1
"OSTEODERM FRAG,BONE FRAG",1
"OSTEODERM FRAG,CENTRUM",1
"OSTEODERM FRAG,COPROLITE FRAG",1
"osteoderm frags (3)",1
"osteoderm frags, assoc.",1
"OSTEODERM FRAGS,BONE FRAG",1
"osteoderm frags, juvenile",1
"OSTEODERM FRAG, SKULL FRAG",1
"OSTEODERM FRAGS,LIMB FRAG",1
"OSTEODERM FRAGS,LIMB FRAGS,TOOTH FRAG,PHALANX FRAG,OSTEODERMS",1
"OSTEODERM FRAGS,PHALANX FRAG",1
"OSTEODERM FRAG,SPINES",1
"OSTEODERM FRAGS,SKULL FRAGS",1
"OSTEODERM FRAGS,SKULL FRAG,VERTEBRA",1
"OSTEODERM FRAGS + TEETH",1
"OSTEODERM FRAGS,TEETH FRAGS",1
"OSTEODERM FRAGS,TEETH FRAGS,DENTARY FRAG",1
"OSTEODERM FRAGS,TEETH FRAGS,LIMB FRAG",1
"osteoderm frags+tooth",1
"OSTEODERM FRAGS,VERTEBRAE",1
"OSTEODERM FRAGS,VERTEBRAE FRAGS",1
"OSTEODERM FRAG,TEETH FRAGS",1
"osteoderm frag+tooth",1
"OSTEODERM FRAG,TOOTH,BONE FRAGS",1
"OSTEODERM FRAG,TOOTH FRAG",1
"OSTEODERM FRAG,VERTEBRA",1
"osteoderm & impression & cast",1
"OSTEODERM,ISCHIUM,SCAPULA FRAG",1
"osteoderm, juv",1
"osteoderm, limb frag",1
"OSTEODERM OF CARPUS",1
"osteoderm+osteoderm frags",1
"osteoderm, pentagonal",1
"osteoderm+postorbital frag",1
"osteoderm, rectangular",1
"osteoderms (10)",1
"osteoderms(8)",1
"osteoderms and cranial frags",1
"osteoderms and other frags, assoc",1
"osteoderms and postcranial frags, misc.",1
"Osteoderms and Skull Frags",1
"osteoderms and vertebra",1
"Osteoderms and Vertebrae",1
"osteoderms and vertebrae, assoc",1
"osteoderms and vertebra frag's",1
"OSTEODERMS ARTICULATED",1
"OSTEODERMS, BONE FRAGS",1
"osteoderms+bone frags, misc",1
"OSTEODERMS,BONES",1
"osteoderms, broken",1
"OSTEODERMS,COPROLITES",1
"osteoderms+cran frags unassoc",1
"osteoderms, cran frags, vertebrae, assoc",1
"osteoderms + cranial frags",1
"osteoderms & cranial frags, assoc",1
"osteoderms+cranial+postcranial frags",1
"OSTEODERMS,DENTARY",1
"OSTEODERMS, FEMUR FRAG.",1
"osteoderms & fragments",1
"osteoderms from carapace",1
"osteoderms (juvenile?)",1
"osteoderms, juvenile",1
"OSTEODERM SLIDES",1
"OSTEODERMS,LIMB BONE FRAGS",1
"OSTEODERMS,LIMB FRAGS",1
"osteoderms+limb frags, assoc",1
"OSTEODERMS,MANDIBLE FRAGS",1
"osteoderms+part femur, unassoc",1
"osteoderms+pes",1
"OSTEODERMS,PHALANX",1
"osteoderms+postcrania",1
"OSTEODERMS,POSTCRANIAL FRAGS",1
"OSTEODERMSS",1
"osteoderms+skeletal frag",1
"osteoderms, skull frag.",1
"OSTEODERMS, SKULL FRAG",1
"OSTEODERMS,SKULL FRAGS,VERTEBRA",1
"OSTEODERMS,SKULL FRAGS,VERTEBRAE",1
"osteoderms, skull frag, teeth",1
"osteoderms, skull frag, vertebra",1
"osteoderms+teeth",1
"OSTEODERMS,TEETH,VERTEBRAE",1
"OSTEODERMS,TOOTH,VERTEBRA,SKULL FRAG",1
"osteoderms, unassociated",1
"osteoderms+vertebra",1
"Osteoderms + Vertebra",1
"OSTEODERMS,VERTEBRA CENTRUM",1
"osteoderms, vertebrae",1
"osteoderms, vertebrae and limb frags, assoc.",1
"osteoderms, vertebrae, dentary frags",1
"OSTEODERMS,VERTEBRAE FRAGS,TEETH",1
"OSTEODERMS,VERTEBRAE,TEETH,BONE FRAGS",1
"OSTEODERMS,VERTEBRAE,TEETH,FEMUR FRAG",1
"osteoderms, vertebra frags",1
"OSTEODERMS,VERTEBRA FRAGS",1
"osteoderms+vertebral+bone frags",1
"osteoderms, vertebral frags",1
"OSTEODERM + TEETH",1
"OSTEODERM,TEETH",1
"osteoderm, tooth, vertebra",1
"osteoderm (unassociated)",1
"OSTEODERM,VERTEBRA",1
"OSTEODERM,VERTEBRA CENTRUM",1
"OSTEODERM,VERTEBRAE,TEETH",1
"osteoderm+vertebra frags'",1
"osteoderm+vertebra frags, teeth",1
"osteoderm+vertebral frags",1
"osteoderm with spike",1
"osteoderm with spikes",1
"osteoscute?",1
"osteoscute & frags.",1
"osteoscute, in 4 parts",1
"osteoscute, large",1
"osteoscutes (2) and long bone frag.",1
"osteoscutes (associated)",1
"osteoscutes, broken",1
"OSTERDERMS",1
"OSTERDERMS,BONE FRAGS",1
"OSTERDERMS,VERTEBRA",1
"OSTERDERMS,VERTEBRAE,PHALANGES",1
"OSTERDERM,TEETH",1
"osteroderm",1
"OSTOEDERM FRAGS,TEETH,VERTEBRA FRAGS",1
"Ostracoda",1
"other (95% ethanol); tissue (frozen: vapor phase nitrogen); skeleton (dry); tissue (frozen: -80°C) sample",1
"other (95% ethanol); tissue (frozen: vapor phase nitrogen); skeleton (dry); tissue (frozen: vapor phase nitrogen) sample",1
"other (95% ethanol); tissue (frozen: vapor phase nitrogen); stomach content (95% ethanol); tissue (frozen: vapor phase nitrogen); tissue (frozen: vapor phase nitrogen)",1
"other (capsule); whole animal (pointed); whole animal (pointed); whole animal (pointed)",1
"other (dry); tissue (ethanol: vapor phase nitrogen); skeleton (dry)",1
"other (ethanol); hide (dry); whole animal (ethanol)",1
"other (ethanol); other (unknown); skeleton (dry); tissue (95% ethanol: vapor phase nitrogen); tissue (95% ethanol: vapor phase nitrogen); tissue (ethanol: vapor phase nitrogen); tissue (95% ethanol: vapor phase nitrogen); tissue (95% ethanol: vapor phase nitrogen); tissue (ethanol: vapor phase nitrogen); tissue (ethanol: vapor phase nitrogen); tissue (ethanol: vapor phase nitrogen); tissue (ethanol: vapor phase nitrogen)",1
"other (ethanol); skeleton (dry); other (ethanol)",1
"other (ethanol); skeleton (dry); tissue (95% ethanol: vapor phase nitrogen); tissue (95% ethanol: vapor phase nitrogen); tissue (95% ethanol: vapor phase nitrogen); tissue (95% ethanol: vapor phase nitrogen); tissue (95% ethanol: vapor phase nitrogen); tissue (95% ethanol: vapor phase nitrogen)",1
"other (ethanol); skeleton (dry); tissue (frozen: vapor phase nitrogen); tissue (95% ethanol) sample; tissue (95% ethanol) sample",1
"other (ethanol); tissue (95% ethanol: vapor phase nitrogen); tissue (95% ethanol: vapor phase nitrogen); skeleton (dry)",1
"other (ethanol); tissue (95% ethanol: vapor phase nitrogen); tissue (95% ethanol: vapor phase nitrogen); whole animal (ethanol)",1
"other (ethanol); tissue (frozen: vapor phase nitrogen); tissue (95% ethanol: vapor phase nitrogen); whole animal (ethanol)",1
"other (pinned)",1
"other (unknown); other (unknown)",1
"other (unknown); skeleton (dry); hide (dry)",1
"other (unknown); tissue (frozen: vapor phase nitrogen); partial skeleton (dry); spread wing (dry); tissue (frozen: vapor phase nitrogen)",1
"other (unknown); tissue (frozen: vapor phase nitrogen); partial skin (dry); spread wing (dry); tissue (frozen: vapor phase nitrogen)",1
"otic bone",1
