"index.family","reps"
"macrochelidae",8
"mastigiidae",8
"mesocestoididae",8
"metabolocrinidae",8
"metacerithiidae",8
"metopidiotrichidae",8
"moniligastridae",8
"monocelididae",8
"mordellidae?",8
"murchisonellidae",8
"oceaniidae",8
"ochyroceratidae",8
"odontodactylidae",8
"otidae",8
"otoceratidae",8
"palasterinidae",8
"paleoalveolitidae",8
"paleopneustidae",8
"pandaceae",8
"paracytheridae",8
"parastriatoporidae",8
"parazygidae",8
"paronellidae",8
"pasytheidae",8
"pedicellasteridae",8
"pemphredonidae",8
"peripsocidae",8
"petaloporidae",8
"pimoidae",8
"platycrinus",8
"pleurosigmataceae",8
"plotopteridae",8
"plutellidae",8
"pollicidae",8
"polyphemidae",8
"portulacaceae",8
"pristolepididae",8
"procarnitidae",8
"protancyloceratidae",8
"protolenidae",8
"protoptilidae",8
"psettodidae",8
"ptilodactylidae",8
"ptychomyidae",8
"ptychophyllidae",8
"ramositidae",8
"satyridae",8
"scatopsidae?",8
"scytaliidae",8
"selenodontia",8
"simuliidae?",8
"sinemydidae",8
"somoholitidae",8
"sprigginaceae",8
"stenotrachelidae",8
"strigeidae",8
"stylinidae",8
"symbiidae",8
"synlestidae",8
"syringoporidae?",8
"taeniopterygidae",8
"tendipedidae",8
"tenellodermidae",8
"terquemiidae",8
"theneidae",8
"thyreocoridae",8
"tosaiidae",8
"toxotidae",8
"traquairidae",8
"tribrachididae",8
"trigonostylopidae",8
"tuberitinidae",8
"tubificidae",8
"tubinellidae",8
"tulitidae",8
"tychobraheidae",8
"varanopseidae",8
"vermileonidae",8
"virgolidae",8
"xeniidae",8
"xiphodontidae",8
"xylophagidae",8
"abrocomidae",7
"abylidae",7
"acanthisittidae",7
"acrodontidae",7
"adeloblattidae",7
"adrianichthyidae",7
"albanitidae",7
"ambocoeliidae?",7
"anamesocrinidae",7
"anisopodidae?",7
"annulopatellinidae",7
"anonaceae",7
"anseranatidae",7
"anthracosironidae",7
"aphalaridae",7
"archaesphaeridae",7
"artematopodidae",7
"arthrosphaeridae",7
"atelecyclidae",7
"augaptilidae",7
"aulopidae",7
"avisauridae",7
"badidae",7
"balanophoraceae",7
"barbourisiidae",7
"bathydraconidae",7
"beaniidae",7
"beloceratidae",7
"belontiidae",7
"benthosuchidae",7
"beraeidae",7
"berounellidae",7
"berytidae",7
"boettgerillidae",7
"bolboceratidae",7
"bothrodendraceae",7
"callanthiidae",7
"capsidae",7
"cardiniferellidae",7
"cardiolidae",7
"caroloameghiniidae",7
"cavusgnathidae",7
"celliformidae",7
"cepheidae",7
"ceresidae",7
"chilenophilidae",7
"clupeiformes",7
"coelurosauridae",7
"colocongridae",7
"conorbidae",7
"corycaeidae",7
"craspedostomatidae",7
"cratenemertidae",7
"cyrtorostridae",7
"cystisomatidae",7
"davalliaceae",7
"dendrodorididae",7
"derodontidae",7
"dibrachicystidae",7
"diceratiidae",7
"dicerocardiidae",7
"diploneidaceae",7
"discocoeliidae",7
"echmatocrinidae",7
"elateridae?",7
"elonidae",7
"elpidocrinidae",7
"elysiidae",7
"eophiuridae",7
"eothinoceratidae",7
"erymnariidae",7
"escadabiidae",7
"eumorphocystidae",7
"exocrinidae",7
"fabriciidae",7
"family indet",7
"gastropteridae",7
"glaphyridae",7
"glossinidae",7
"goniodorididae",7
"halisarcidae",7
"hastatidae",7
"hesperomenidae",7
"hippopodiumidae",7
"holopodidae",7
"holothuridae",7
"hormogastridae",7
"hybocystidae",7
"hyolithellidae",7
"hypericaceae",7
"ichthyosarcolitidae",7
"kallymeniaceae",7
"kaminskiidae",7
"lagriidae",7
"lamottiidae",7
"latiidae",7
"lecithodendriidae",7
"limnadopsidae",7
"loranthaceae",7
"louisianinidae",7
"loxocemidae",7
"lucernariidae",7
"megalopsalididae",7
"melanatriidae",7
"melinidae",7
"melosiraceae",7
"messelornithidae",7
"mesungulatidae",7
"metaniidae",7
"mictyridae",7
"milacidae",7
"mixosauridae",7
"multioistodontidae",7
"munnopsidae",7
"myrsinaceae",7
"nipterocrinidae",7
"ocnerodrilidae",7
"oithonidae",7
"oligacanthorhynchidae",7
"omphalophloiaceae",7
"onchocercidae",7
"oreoicidae",7
"ornithosuchidae",7
"otoliths",7
"pachygronthidae",7
"panorpodidae",7
"pantodontidae",7
"paruterinidae",7
"parvicingulidae",7
"passandridae",7
"peltogastridae",7
"phaenocalpidae",7
"pityriaseidae",7
"plagioglyptidae",7
"plakinidae",7
"pontellidae",7
"poraniidae",7
"potomididae",7
"powichthyidae",7
"priscopedatidae",7
"proarcestidae",7
"processidae",7
"protorculidae",7
"pruvostitidae",7
"pseudococculinidae",7
"pseudonannolenidae",7
"pterpcephalidae",7
"ptychopteridae",7
"pucciniaceae",7
"pyrgomorphidae",7
"rathkeidae",7
"remaneicidae",7
"rhaphoneidaceae",7
"rhombiferidae",7
"salpidae",7
"sarsiellidae",7
"saurocephalidae",7
"schizophoridae",7
"schizoporaceae",7
"scoliostomatidae",7
"scutoverticidae",7
"setosellidae",7
"siphlonuridae",7
"siphonidiidae",7
"sminthurididae",7
"solanocrinitidae",7
"spanioderidae",7
"speleonectidae",7
"stachyocrinidae",7
"strongylidae",7
"synchroidae",7
"synopiidae",7
"syringolitidae",7
"tamiobatidae",7
"tanyderidae",7
"tchernoviaceae",7
"telemidae",7
"termopsidae",7
"tetrathecidae",7
"traquairaspididae",7
"trichodontidae",7
"trichuridae",7
"trochanteriidae",7
"tubiluchidae",7
"tuditanidae",7
"umbellulidae",7
"urechinidae",7
"urothripidae",7
"veretillidae",7
"vesiculariidae",7
"virgulinellidae",7
"volvatellidae",7
"vulturidae",7
"wuaniidae",7
"zebinidae",7
"acanthoceratoidea",6
"acanthostegidae",6
"adelidae",6
"aeschnidiidae",6
"afrotarsiidae",6
"agaricaceae",6
"allothrissopidae",6
"alsataspididae",6
"alvarezsauridae",6
"alvinellidae",6
"amborellaceae",6
"anachoropteridaceae",6
"angusticardiniidae",6
"anoplopomatidae",6
"archaeophialidae",6
"archaeoschyphiidae",6
"archipsocidae",6
"artiscidae",6
"asteroarchaediscidae",6
"asterosteidae",6
"atopetholidae",6
"aulacidae",6
"bagotidae",6
"bananogmiidae",6
"barbouriidae",6
"bauriidae",6
"begoniaceae",6
"belanteseidae",6
"blochiidae",6
"bothrioplanidae",6
"bromeliaceae",6
"buccinoidea",6
"burlingiidae",6
"caeculidae",6
"callipallenidae",6
"carodniidae",6
"caseyidae",6
"cephalobaenidae",6
"cf.thelypteridaceae/dryopteridaceae",6
"chamopsiidae",6
"charniidae",6
"chasmataspididae",6
"cheiridiidae",6
"chondracanthidae",6
"cleithrolepididae",6
"clethraceae",6
"coelopidae",6
"coleitidae",6
"colpodecrinidae",6
"corillidae",6
"crytobranchidae",6
"cylindrobullidae",6
"danaeaceae",6
"dascillidae",6
"dechellyaceae",6
"deinonychosauria",6
"delesseriaceae",6
"delosinidae",6
"dendrasteridae?",6
"detonidae",6
"diapheridae",6
"diestoceratidae",6
"diphyllobothriidae",6
"distichitidae",6
"drepanosauridae",6
"dromadidae",6
"drymusidae",6
"dryomyzidae",6
"ectocarpaceae",6
"elachistidae",6
"eleidae",6
"enoplosidae",6
"eosestheriidae",6
"erieopteridae",6
"eriophyidae",6
"eucalyptocrinidae",6
"eurychilinidae",6
"euryphoridae",6
"euryptilonidae",6
"fletcheriidae",6
"galateacrinidae",6
"galeorhinidae",6
"gastropoda family incertae sedis",6
"geotriidae",6
"gephyrostegidae",6
"graciloceratidae",6
"hemipsocidae",6
"hesperithyrididae",6
"hypsiprymnodontidae",6
"ictidosuchidae",6
"idiostromatidae",6
"intraporidae",6
"iridaceae",6
"isaeidae",6
"isorophidae",6
"japygidae",6
"juanognathidae",6
"kateretidae",6
"kayserellidae",6
"koenenitidae",6
"lacosteinidae",6
"lake balls",6
"lanthonotidae",6
"latiremidae",6
"latridae",6
"lebachiaceae",6
"leiopteridae",6
"lepidocentriadae",6
"leptocoeliidae?",6
"lichomolgidae",6
"lithocampidae",6
"lobariaceae",6
"locustopsidae",6
"loligosepiidae",6
"lupeosauridae",6
"macandrewiidae",6
"maikhanellidae",6
"manchuroceratidae",6
"massospondylidae",6
"matutidae",6
"medusinitaceae",6
"miadesmiaceae",6
"mirapinnidae",6
"moniliformidae",6
"monkaspididae",6
"monognathidae",6
"myoidea",6
"mystrophoridae",6
"myxillidae",6
"necymylacridae",6
"nematogenyidae",6
"neoliodidae",6
"oecoptychiidae",6
"oedogoniaceae",6
"opomyzidae",6
"orthothecidae",6
"paralacydoniidae",6
"parathuramminidae",6
"parattidae",6
"parelmoidae",6
"pectinodontidae",6
"peipiaosteidae",6
"pelocetidae",6
"phoberoblattidae",6
"physaliidae",6
"picathartidae",6
"pileolidae",6
"planispirillinidae",6
"platacanthomyidae",6
"platyscelidae",6
"plectoconchidae",6
"plethospiridae",6
"pleustidae",6
"plieolitidae",6
"polyconitidae",6
"polyglyphanodontidae",6
"pomadasyidae",6
"pristerognathidae",6
"proctophyllodidae",6
"prototaxaceae",6
"pseudoceritidae",6
"pseudotirolitidae",6
"pseudotritoniidae",6
"pteridophytes",6
"pteronarcidae",6
"ptychoceratodontidae",6
"pulchelliidae",6
"pyloniidae",6
"pyrostephidae",6
"retariidae",6
"retropinnidae",6
"rhincalanidae",6
"rhinoceratidae",6
"rhiscosomididae",6
"saididae",6
"scalaridae",6
"schizamminidae",6
"schizoplacidae",6
"schoenasteridae",6
"schuchertiidae",6
"scrophulariaceae",6
"scutacaridae",6
"scutasteridae",6
"serenididae",6
"shelbyoceridae",6
"simoedosauridae",6
"skokidae",6
"slug trail",6
"solenolmiidae",6
"stegostomatidae",6
"stephanellidae",6
"stygnommatidae",6
"stylochidae",6
"sylvaphlebiidae",6
"syringonautilidae",6
"tanaidae",6
"tarsipedidae",6
"tellinoidae",6
"terebriporidae",6
"tetragnathidae?",6
"tetraliidae",6
"teudopsedae",6
"travisiidae",6
"tricoliidae",6
"turrilepadidae",6
"uniconidae",6
"utiidae",6
"whaitsiidae",6
"williriedellidae",6
"xylomyidae",6
"yunnanellidae",6
"zygitidae",6
"abelisauridae",5
"acanthogammaridae",5
"achilixiidae",5
"acrodelphinidae",5
"acteonemertidae",5
"actinernidae",5
"adelopthalmidae",5
"aeduellidae",5
"aeginidae",5
"aegocrioceratidae",5
"aglycyderidae",5
"albireonidae",5
"anchistioididae",5
"anthoptilidae",5
"anthracocarididae",5
"anystidae",5
"aradidae",5
"archaeolagidae",5
"archaeosigillariaceae",5
"archiaciidae",5
"architeuthidae",5
"arcturidae",5
"arthrolycosidae",5
"asiatheriidae",5
"asmussiidae",5
"aspidiaceae",5
"asterocalamitaceae",5
"atherospermataceae",5
"athyrisinidae",5
"aulorhynchidae",5
"azoricidae",5
"balaenicipitidae",5
"barychilinidae",5
"belemnoteuthididae",5
"bernissartidae",5
"birgeriidae",5
"blastomerycidae",5
"bosminidae",5
"bothriocidaridae",5
"brachodidae",5
"brachystomatidae",5
"bythograeidae",5
"cadlinidae",5
"calthropellidae",5
"calycanthaceae",5
"calymnidae",5
"camerospongiidae",5
"cancroidea",5
"capsalidae",5
"carcinonemertidae",5
"carterinidae",5
"catenicellidae",5
"cephidae",5
"cf. aulocystidae",5
"chaenocardiidae",5
"chaudhuriidae",5
"chiridotitidae",5
"chloroperlidae",5
"cimbicidae",5
"cladonematidae",5
"climatiidae",5
"clydinceratidae",5
"coccolithophoridae",5
"conchopeltidae",5
"conotrochamminidae",5
"copodontidae",5
"cravenoceratidae",5
"cricocosmiidae",5
"crioceratitidae",5
"crocodile? indet.",5
"ctenodiscidae",5
"curculioididae",5
"curosphaeridae",5
"cyrtodesmidae",5
"dacrytheriidae",5
"dactylocrinidae",5
"dasyornithidae",5
"dendrerpetontidae",5
"densiporidae",5
"dexaminidae",5
"dictyotaceae",5
"didolodontidae",5
"dimorphograptidae",5
"dioscoreaceae",5
"drepanaspidae",5
"dryorhizopsidae",5
"dsungaripteridae",5
"echinostomatidae",5
"elasmostomatidae",5
"ellipsidae",5
"entogonitidae",5
"eocottidae",5
"eoctonidae",5
"eoichneumonidae",5
"erythrocercidae",5
"esthonychidae",5
"eugenacrinitidae",5
"eukrinasteridae",5
"eurycercidae",5
"evaniidae",5
"fimbrispiriferidae",5
"gallinuloididae",5
"gastornithidae",5
"gattendorfiidae",5
"geryoniidae",5
"gibberichthyidae",5
"gigandipodidae",5
"gigantopteridae",5
"glycymeridae",5
"gnathophyllidae",5
"gnathorhizidae",5
"gonorhynchidae",5
"graviidae",5
"halimedusidae",5
"halymeniaceae",5
"hamacanthidae",5
"haplozetidae",5
"haptodontidae",5
"harrimaniidae",5
"heliconiaceae",5
"heteropolar",5
"hexecontasomatidae",5
"holcodiscidae",5
"holistophallidae",5
"homalopteridae",5
"hyporhinidae",5
"ichnotaxon",5
"islandiellidae",5
"isonychiidae",5
"isoraphiniidae",5
"kenyamyidae",5
"kingenidae",5
"kingoriidae",5
"kionoceratidae",5
"klasmuridae",5
"lactariidae",5
"lampropidae",5
"lepidocystidae",5
"leptinidae",5
"leptonetidae",5
"lernanthropidae",5
"leucospidae",5
"leucothoidae",5
"liposcelidae",5
"lobothyrididae",5
"lyracystidae",5
"macroporidae",5
"malkaridae",5
"malocystitidae",5
"mastigograptidae",5
"maxigoniatitidae",5
"megacalanidae",5
"megacrioceratidae",5
"meleagrididae",5
"menthidae",5
"mimosphinctidae",5
"momphidae",5
"mutelidae",5
"myriopathidae",5
"nathorstitidae",5
"nematotaeniidae",5
"neomiodontidae",5
"neovenatoridae",5
"notacanthiformes",5
"notiomystidae",5
"nyssonidae",5
"ogyrididae",5
"oistodontidae",5
"oligodontosauridae",5
"omniglyptidae",5
"omphalosauridae",5
"ophioceratidae",5
"oridorsalidae",5
"orithopsidae",5
"orsodacnidae",5
"orthograptidae",5
"oscarellidae",5
"ototyphlonemertidae",5
"ottokariaceae",5
"padunoceratidae",5
"paguridea",5
"pappotheriidae",5
"parasaleniidae",5
"parmacellidae",5
"pegidiidae",5
"pelecocrinidae",5
"pelicaspongiidae",5
"phacodiscidae",5
"pharetrospongiidae",5
"phialuciidae",5
"philotarsidae",5
"phoceanidae",5
"pholidopleuridae",5
"phrynichidae",5
"physaridae",5
"piophilidae?",5
"platanacea",5
"plectonemertidae",5
"pluvianidae",5
"pneumodermatidae",5
"podonidae",5
"podospongiidae",5
"poduridae",5
"polyacrodontidae",5
"polyedridae",5
"polytrichaceae",5
"prayidae",5
"prionoceratidae",5
"proconulidae",5
"prokopicrinidae",5
"proterosuchidae",5
"protobatrachidae",5
"protorosauridae",5
"pseudobigaleaidae",5
"pseudoendothyridae",5
"pseudofavositidae",5
"psoroptidae",5
"psychocidariidae",5
"pterocoryidae",5
"pugnellidae",5
"punciidae",5
"pygopteridae",5
"pyramimitridae",5
"pythidae",5
"remopleuridae",5
"resedaceae",5
"rhabdodendraceae",5
"rhinocaridina",5
"rhinopora",5
"rhodymeniaceae",5
"rigbyellidae",5
"rorringtoniidae",5
"sabellida",5
"sagenocrinidae",5
"sardinoididae",5
"sargassaceae",5
"scalaneritinidae",5
"sciomyzidae?",5
"scolopendrellidae",5
"scombropidae",5
"silesauridae",5
"sinomyidae",5
"sogonidae",5
"solmarisidae",5
"spaniocrinidae",5
"sparassocynidae",5
"sphaeramminidae",5
"sphaerozoidae",5
"stegasteridae",5
"stenopidae",5
"stichodactylidae",5
"strabopidae",5
"sturiidae",5
"sudamericidae",5
"swainellidae",5
"syrphidae?",5
"tanaididae",5
"tapinocephalidae",5
"temnocephalidae",5
"tetrachelidae",5
"thalestridae",5
"thaumatichthyidae",5
"thecospiridae",5
"thymelaeaceae",5
"tiarechinidae",5
"tithoniidae",5
"tortanidae",5
"torynommatidae",5
"tremanotidae",5
"trictenotomidae",5
"trigonodontidae",5
"triisiodontidae",5
"trilocularenidae",5
"trimylidae",5
"tropiastraeidae",5
"tseajaiidae",5
"tupilakosauridae",5
"typhloscolecidae",5
"urocynchramidae",5
"uronemidae",5
"violaceae",5
"vulcanellidae",5
"wangliidae",5
"yinitidae",5
"zoanthidae",5
"zugmayeriidae",5
"abyssochitonidae",4
"acantholeberidae",4
"acarnidae",4
"acrospiriferidae",4
"addisoniidae",4
"agridae",4
"agromyzidae?",4
"aigialosauridae",4
"alcyonidiidae",4
"amphidontidae",4
"amphilepididae",4
"ancinidae",4
"ancistrocheiridae",4
"angullongiidae",4
"anthracosauridae",4
"anthracothremmidae",4
"antiacodontidae",4
"apistidae",4
"aploactinidae",4
"aplodactylidae",4
"archaeocalamitaceae",4
"archaeonycteridae",4
"archocyrtidae",4
"arrhopalitidae",4
"asterolampraceae",4
"astraspidae",4
"astrocystitidae",4
"ataphridae",4
"aulocalycidae",4
"balkoceratidae",4
"barbereniidae",4
"basinotopidae",4
"beaniaceae",4
"blennioids",4
"boliidae",4
"bolitaenidae",4
"brachylaimidae",4
"braconidae?",4
"bryopastoridae",4
"byturidae",4
"caenidae",4
"calcitronidae",4
"caleremaeidae",4
"caloneuridae",4
"calyptrosphaeraceae",4
"canadaphididae",4
"cancrinidae",4
"cannobotryidae",4
"canthocamptidae",4
"carcineretidae",4
"carinomidae",4
"carnivora coprolite",4
"carpopenaeidae",4
"centrophrynidae",4
"ceratoppiidae",4
"cf.",4
"cf. fagaceae",4
"chaetopidae",4
"cheiropterasteridae",4
"chirognathidae",4
"chondrillidae",4
"chonellidae",4
"chorizoporidae",4
"chrysomelidae?",4
"cimidae",4
"cistaceae",4
"clathrocrinidae",4
"clavidae",4
"clevosauridae",4
"clinostomatidae",4
"clinostomidae",4
"cochloceratidae",4
"coelosphaeridae",4
"coiidae",4
"colobodontidae",4
"columnariidae",4
"comephoridae",4
"conocyemidae",4
"conolidea",4
"convolutidae",4
"corystusidae",4
"corythocrinidae",4
"cosmoptychiidae",4
"covracytheridae",4
"crambeidae",4
"craticulariidae",4
"cravenechinidae",4
"credneriaceae",4
"creediidae",4
"crotalidae",4
"cteniogenidae",4
"cunaxidae?",4
"cyclocoeliidae",4
"cyclograptidae",4
"cyclonemidae",4
"cypridae",4
"cyrillaceae",4
"cyrtendoceratidae",4
"cyrtocalpidae",4
"cyttidae",4
"daphnidae",4
"darwinuloididae",4
"dasydemellidae",4
"delatorreidae",4
"deltatheriidae",4
"desmidiaceae",4
"desmosomatidae",4
"diacodexidae",4
"diatrymatidae",4
"dictyonellidae",4
"dicyrtomidae",4
"diplomystidae",4
"dipnorhynchidae",4
"dorysphaeridae",4
"droseraceae",4
"duquepsamminiidae",4
"echinocystitidae",4
"edelsteinaspidae",4
"enaliornithidae",4
"encrinasteridea",4
"endeididae",4
"endictyaceae",4
"engraulididae",4
"entocytheridae",4
"entomoconchidae",4
"eremulidae",4
"erithizontidae",4
"etyidae",4
"eugereonidae",4
"euloxidae",4
"eupodidae",4
"euryleptidae",4
"eusthenopteridae",4
"euzaphlegidae",4
"fanniidae",4
"ferugliocladaceae",4
"filament sheaths",4
"flucticharacidae",4
"flustrellidridae",4
"fraxinopsiaceae",4
"gagrellidae",4
"gaimardiidae",4
"gesneriaceae",4
"glaresidae",4
"gonibregmatidae",4
"gonioclymeniidae",4
"gracilariaceae",4
"gryllacrididae",4
"guangweicarididae",4
"gymnobisiidae",4
"gymnodamaeidae",4
"gypsinidae",4
"gyrinocheilidae",4
"halipteridae",4
"haplophragmoiidae",4
"harpagiferidae",4
"harpyodidae",4
"hebediscidae",4
"heliozelidae",4
"helostomatidae",4
"hemicrinidae",4
"herrerasauridae",4
"heterakidae",4
"hexangulaconulariidae",4
"hilarimorphidae",4
"hippopodiidae",4
"hirudisomatidae",4
"holocompsidae",4
"holocrinidae",4
"homoctenidae",4
"homoiopteridae",4
"hoplichthyidae",4
"hubrechtidae",4
"hyalogyrinidae",4
"hyattoceratidae",4
"ianthellidae",4
"ichthyolariidae",4
"icosteidae",4
"idiomylacridae",4
"ilariidae",4
"innaechiidae",4
"inocelliidae",4
"insecutoridae",4
"ischnuridae",4
"jakutidae",4
"jovellaniidae",4
"jurinodendraceae",4
"kannaskoppiaceae",4
"kelaenidae",4
"kneriidae",4
"kosmoclymeniidae",4
"labiidae",4
"lamiostomatidae",4
"lapworthellidae",4
"larnacidae",4
"latreilliidae",4
"lebertiidae",4
"lecanidae",4
"lechytiidae",4
"leiodorellidae",4
"leptochilichthyidae",4
"leptohyphidae",4
"leucettidae",4
"leucochloridiidae",4
"leymeriellidae",4
"limnocharidae",4
"lomariopsidaceae",4
"lopadorrhynchidae",4
"lophiodontidae",4
"lowoceratidae",4
"lycosidae?",4
"lycoteuthidae",4
"macrostomidae",4
"marantaceae",4
"matutellidae",4
"mecynodontidae",4
"membranicellariidae",4
"merothripidae",4
"mertensiidae",4
"mesephemeridae",4
"mesocoeliidae",4
"mesophonidae",4
"metoptomatidea",4
"micragnostidae",4
"micromalthidae",4
"microstomidae",4
"microtrombidiidae",4
"moinidae",4
"moitessieriidae",4
"monocyathidae",4
"mylostomatidae",4
"mymarommatidae",4
"myzopodidae",4
"necrolestidae",4
"nematotrypidae",4
"neopilinidae",4
"neuroporidae",4
"nipponopsalididae",4
"nitosauridae",4
"nodophilomedidae",4
"nodoprosopidae",4
"notoryctidae",4
"nugonioneuridae",4
"nymphidae",4
"odiniidae",4
"okeanobatidae",4
"oleandraceae",4
"oligopithecidae",4
"omaliaidae",4
"onchobothriidae",4
"orbituloporidae",4
"ormistonellidae",4
"orthograptinae",4
"ostodolepidae",4
"othniidae",4
"otinidae",4
"oudenodontidae",4
"oxynaspididae",4
"pachycardiidae",4
"?pachycardiidae",4
"pachylasmatidae",4
"palaeochoristitidae",4
"palaeofavosiporidae",4
"palaeospinacidae",4
"panderodontidae",4
"pannellainidae",4
"paracoryphellidae",4
"parvancorinaceae",4
"paryphantidae",4
"pedalionidae",4
"pedionomidae",4
"periasteridae",4
"peridiniaceae",4
"perimecturidae",4
"phaeoceratidae",4
"pharostomatidae",4
"philipsidiidae",4
"philomedidae",4
"phyllanthaceae",4
"phyllobothriidae",4
"physalopteridae",4
"piatnitzkysauridae",4
"pilkipildridae",4
"pinacophyllidae",4
"pisidae",4
"plagiogrammaceae",4
"plecoglossidae",4
"poecilochaetidae",4
"polycitoridae",4
"polyclinidae",4
"polystomatidae",4
"poricellariidae",4
"pristichampsidae",4
"prochoropteridae",4
"prophyllocrinidae",4
"prorastomidae",4
"psephodontidae",4
"pseudodiaptomidae",4
"psoquillidae",4
"psyllipsocidae",4
"pterocephalidae",4
"qungyanocrinidae",4
"rhagodidae",4
"rhinatrematidae",4
"rhipidomellidae?",4
"rhipidothyridae",4
"rhizostomatidae",4
"rhopalosomatidae",4
"rhynchodopteridae",4
"saiicaceae",4
"saururaceae",4
"savignyellidae",4
"scaphellinidae",4
"schizodelphidae",4
"schizopetalidae",4
"sciaridae?",4
"scolecitrichidae",4
"scotocercidae",4
"scyllaeidae",4
"sierolomorphidae",4
"similothecidae",4
"simoceratidae",4
"simplothecaceae",4
"sphagnaceae",4
"sphingitidae",4
"sphyriidae",4
"spinosauridae",4
"spinturnicidae",4
"spongicolidae",4
"squatinactidae",4
"staurocephalitidae",4
"stegotrachelidae",4
